i_d,i_q,torque
-12.036696770476787,50.360425874018,38.2
-12.090529238956016,50.47936251001307,38.300000000000004
-12.14442783228197,50.598222531891935,38.400000000000006
-12.198392221491062,50.717005965706996,38.5
-12.252422078682194,50.835712838112556,38.6
-12.306517077016814,50.95434317635982,38.7
-12.360676890718956,51.072897008291854,38.800000000000004
-12.414901195075203,51.1913743623385,38.900000000000006
-12.469189666434659,51.30977526751155,39
-12.523541982208762,51.42809975339959,39.1
-12.577957820871212,51.546347850163244,39.2
-12.632436861957721,51.66451958853015,39.300000000000004
-12.686978786065787,51.78261499979009,39.400000000000006
-12.741583274854392,51.900634115790176,39.5
-12.79625001104369,52.018576968929885,39.6
-12.850978678414627,52.136443592156404,39.7
-12.905768961808512,52.25423401895969,39.800000000000004
-12.960620547126574,52.37194828336775,39.900000000000006
-13.01553312132949,52.48958641994191,40
-13.070506372436796,52.607148463772056,40.1
-13.125539989526352,52.72463445047192,40.2
-13.180633662733726,52.84204441617447,40.300000000000004
-13.235787083251495,52.959378397527125,40.400000000000006
-13.290999943328622,53.076636431687284,40.5
-13.346271936269666,53.19381855631755,40.6
-13.401602756434059,53.310924809581266,40.7
-13.45699209923528,53.427955230137925,40.800000000000004
-13.512439661139993,53.54490985713856,40.900000000000006
-13.567945139667238,53.66178873022135,41
-13.623508233387447,53.778591889507,41.1
-13.679128641921544,53.895319375594376,41.2
-13.734806065939956,54.011971229555996,41.300000000000004
-13.790540207161577,54.128547492933656,41.400000000000006
-13.846330768352772,54.245048207733966,41.5
-13.902177453326225,54.36147341642408,41.6
-13.958079966939891,54.47782316192721,41.7
-14.01403801509582,54.59409748761846,41.800000000000004
-14.070051304739003,54.710296437320366,41.900000000000006
-14.126119543856106,54.826420055298705,42
-14.182242441474337,54.94246838625828,42.1
-14.23841970766005,55.05844147533854,42.2
-14.294651053517569,55.17433936810953,42.300000000000004
-14.350936191187778,55.290162110567636,42.400000000000006
-14.407274833846806,55.4059097491314,42.5
-14.463666695704624,55.52158233063746,42.6
-14.520111492003629,55.63717990233632,42.7
-14.576608939017227,55.752702511888394,42.800000000000004
-14.633158754048331,55.86815020735981,42.900000000000006
-14.68976065542794,55.9835230372185,43
-14.74641436251347,56.09882105033005,43.1
-14.803119595687399,56.214044295953784,43.2
-14.859876076355555,56.329192823738815,43.300000000000004
-14.916683526945555,56.44426668371997,43.400000000000006
-14.973541670905213,56.559265926314,43.5
-15.03045023270085,56.6741906023156,43.6
-15.087408937815646,56.789040762893556,43.7
-15.144417512747957,56.903816459586906,43.800000000000004
-15.201475685009562,57.018517744301036,43.900000000000006
-15.258583183123982,57.13314466930394,44
-15.315739736624643,57.24769728722241,44.1
-15.37294507605312,57.36217565103827,44.2
-15.430198932957403,57.47657981408465,44.300000000000004
-15.487501039889914,57.59090983004222,44.400000000000006
-15.54485113040581,57.70516575293555,44.5
-15.60224893906102,57.8193476371294,44.6
-15.659694201410424,57.93345553732511,44.7
-15.717186654005864,58.047489508556914,44.800000000000004
-15.774726034394256,58.16144960618837,44.900000000000006
-15.832312081115667,58.275335885908774,45
-15.889944533701318,58.389148403729656,45.1
-15.947623132671573,58.50288721598112,45.2
-16.005347619533985,58.6165523793084,45.300000000000004
-16.063117736781244,58.73014395066844,45.400000000000006
-16.120933227889147,58.843661987326236,45.5
-16.178793837314522,58.9571065468516,45.6
-16.2366993104932,59.07047768711556,45.7
-16.29464939383785,59.18377546628711,45.800000000000004
-16.352643834735964,59.29699994282965,45.900000000000006
-16.410682381547666,59.410151175497845,46
-16.468764783603568,59.52322922333407,46.1
-16.526890791202682,59.636234145665206,46.2
-16.585060155610186,59.7491660020994,46.300000000000004
-16.643272629055268,59.86202485252266,46.400000000000006
-16.701527964728946,59.97481075709569,46.5
-16.75982591678183,60.08752377625065,46.6
-16.818166240321865,60.20016397068792,46.7
-16.87654869141216,60.312731401372936,46.800000000000004
-16.93497302706873,60.42522612953302,46.900000000000006
-16.993439005258146,60.537648216654254,47
-17.05194638489538,60.64999772447834,47.1
-17.110494925841387,60.76227471499948,47.2
-17.16908438890089,60.87447925046132,47.300000000000004
-17.22771453582009,60.98661139335391,47.400000000000006
-17.28638512928422,61.09867120641061,47.5
-17.345095932915292,61.2106587526051,47.6
-17.40384671126977,61.32257409514845,47.7
-17.46263722983617,61.43441729748601,47.800000000000004
-17.521467255032668,61.54618842329452,47.900000000000006
-17.58033655420477,61.65788753647925,48
-17.639244895622916,61.76951470117096,48.1
-17.698192048480003,61.88106998172307,48.2
-17.757177782889137,61.9925534427088,48.300000000000004
-17.816201869881034,62.10396514891824,48.400000000000006
-17.87526408140173,62.21530516535563,48.5
-17.934364190310028,62.326573557236415,48.6
-17.9935019703752,62.43777038998459,48.7
-18.052677196274395,62.548895729229834,48.800000000000004
-18.11188964359024,62.65994964080473,48.900000000000006
-18.171139088808367,62.770932190742144,49
-18.230425309314946,62.881843445272395,49.1
-18.289748083394166,62.99268347082061,49.2
-18.34910719022583,63.1034523340041,49.300000000000004
-18.408502409882708,63.21415010162958,49.400000000000006
-18.467933523328178,63.32477684069062,49.5
-18.527400312413654,63.43533261836501,49.6
-18.586902559876044,63.54581750201215,49.7
-18.646440049335304,63.6562315591705,49.800000000000004
-18.706012565291793,63.76657485755494,49.900000000000006
